Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156
4,Kab. Tana Tidung,7812710096,8738005760,111.84,1778963865,948322585.7,53.31,6099406000,3741723567.47,61.35,15257194161,26899969835.73,176.31,30948274122,40328021748.9,130.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982308887000,937069738356,95.39,0,0,0,0,0,0,13823296331,47386868059,342.8,996132183331,984456606415,98.83,0,85000,0,0,0,0,132000000,33600021.37,25.45,132000000,33685021.37,25.52,1027212457453,1024818313185.27,99.77,,390079886098.23,288473785253,73.95,374707901789.28,254634250528.01,67.96,0,0,0,0,0,0,19667134141,17669625000,89.84,243500000,243500000,100,784698422028.51,561021160781.01,71.5,3015903866,2540824552,84.25,39255670619,23887250653,60.85,259808320981.39,122294840552.28,47.07,128538549399,43436496989.12,33.79,1380431856,629799982,45.62,2057939224,712630844,34.63,434056815945.39,193501843572.4,44.57984219207493,94864820364,0,0,989949241,989949241,100,118354479900,90969418282,76.86,119344429141,91959367523,77.05375792141433,1432964487478.9,846482371876.41,59.07211094712312,,436022138025.9,436022138025.9,100,30000000000,0,0,406022138025.9,436022138025.9,107.38875967351473,,270108000.0001221,614358079334.76,,1463234595478.9,1460840451211.17,99.83638001212331,1462964487478.9,846482371876.41,57.86076006090467,,19 Desember
5,Kota Tarakan,135128400000,106297048196.34,78.66,21754679784.5,20092052520.64,92.36,31501958687.1,31142958687.12,98.86,58929028812.5,47656636562.27,80.87,247314067284.1,205188695966.37,82.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817893191205,717238114164,87.69,0,0,0,0,0,0,99263957879,69504901969,70.02,917157149084,786743016133,85.78,0,0,0,0,0,0,10356000000,10339745379,99.84,10356000000,10339745379,99.84,1174827216368.1,1002271457478.37,85.31,,532613506026.64,421460838154.5,79.13,354523565511.33,245986998908.17,69.39,0,0,0,0,0,0,118130700416.07,53113713317.23,44.96,4523065700,2513204743.98,55.56,1009790837654.04,723074755123.88,71.61,10372617540,4681133772,45.13,43771575835.31,16422726597,37.52,35929377009.23,7648404992.45,21.29,103827845251.29,52287715986.84,50.36,133734600,0,0,5844360914,1362294300,23.31,199879511149.83002,82402275648.29,41.225974175272576,5000000000,50038000,1,0,0,0,0,0,0,0,0,0,1214670348803.87,805527068772.17,66.31651703405798,,51119851910.77,51001337910,99.77,11276719475,0,0,39843132435.77,51001337910,128.0053419299244,,0,247745726616.19995,,1225947068278.87,1053272795388.37,85.91503031750622,1225947068278.87,805527068772.17,65.70651291683127,,19 Desember
XXIII,Prov. Sulawesi Barat,474806635915,346513036745,72.98,75029964532,58773877051,78.33,14230290824,8676759148,60.97,29014336058,17871564588.19,61.6,593081227329,431835237532.19,72.81,21351778000,19565977600,91.64,1022515062000,1016992863632,99.46,245350274000,232782555828,94.88,0,0,0,1289217114000,1269341397060,98.46,6554777000,6554777000,100,0,0,0,0,0,0,0,0,0,6554777000,6554777000,100,1295771891000,1275896174060,98.47,0,0,0,0,0,0,0,0,0,1295771891000,1275896174060,98.47,795125968,310950000,39.11,0,0,0,567403200,549113042,96.78,1362529168,860063042,63.12,1890215647497,1708591474634.19,90.39,,772809791809,741292208544.7,95.92,635180439675,495415321974.2,78,7773438878,7738184778,99.55,0,0,0,25733399000,24931837200,96.89,12136500000,9134000000,75.26,1453633569362,1278511552496.9,87.95,8045000000,8044387868,99.99,52936167815,41019344397,77.49,15418411400,7398607719,47.99,114533031624,56139215490,49.02,744131000,290790000,39.08,3112572920,1869133243,60.05,194789314759,114761478717,58.91569507238466,5076676284,1107325561,21.81,163237087602,149704816849,91.71,15185000000,5665500000,37.31,178422087602,155370316849,87.08020343063086,1831921648007,1549750673623.9,84.59699547248204,,41194146866,41194146866,100,99488146356,94855733142,95.34,-58293999490,-53661586276,92.05336183050082,,0,105179214734.29004,,1931409794363,1749785621500.19,90.59629016105762,1931409794363,1644606406765.9,85.15056781661963,,19 Desember
1,Kab. Majene,24265113570,15376161627,63.37,82889435754,63018015227,76.03,3534611072,3534611072,100,6269065647,6156539898.18,98.21,116958226043,88085327824.18,75.31,5826710000,5249177600,90.09,535243742000,517982532696,96.78,174618122000,146380041946,83.83,0,0,0,715688574000,669611752242,93.56,0,0,0,0,0,0,0,0,0,52655853000,47561518768,90.33,52655853000,47561518768,90.33,768344427000,717173271010,93.34,20924303174,19101330683,91.29,0,0,0,20924303174,19101330683,91.29,789268730174,736274601693,93.29,0,0,0,0,0,0,0,0,0,0,0,0,906226956217,824359929517.18,90.97,,467875356954,441421316612,94.35,276845340309.69,214522656737.78,77.49,0,0,0,0,0,0,10156348000,5237757500,51.57,63360000,59040000,93.18,754940405263.69,661240770849.78,87.59,861471700,723117400,83.94,8383182681,3661595018,43.68,24642236887,16718633101,67.85,8963076421,7184700915,80.16,323285000,307465000,95.11,40000000,40000000,100,43213252689,28635511434,66.26557746089134,3000000000,2449579085,81.65,2696704257,853100342,31.63,106712090704,99723015739,93.45,109408794961,100576116081,91.92690232704919,910562452913.69,792901977449.78,87.07826408969417,,4835496696.69,4835496696.69,100,500000000,500000000,100,4335496696.69,4335496696.69,100,,5.817413330078125e-05,35793448764.09003,,911062452913.69,829195426213.87,91.01411473626214,911062452913.69,793401977449.78,87.08535566495829,,19 Desember
2,Kab. Mamasa,7389359063.29,6071262113,82.16,6294173193.84,2250501898,35.76,3531184401,3531184401,100,60414624443.21,10443800589.78,17.29,77629341101.34,22296749001.78,28.72,7959299000,4545560000,57.11,517502654000,502417634700,97.09,41304885000,28386273031,68.72,151558891000,92830151811,61.25,718325729000,628179619542,87.45,0,0,0,0,0,0,0,0,0,133814520000,111897348508,83.62,133814520000,111897348508,83.62,852140249000,740076968050,86.85,19865653569,13539455576,68.16,0,0,0,19865653569,13539455576,68.16,872005902569,753616423626,86.42,0,0,0,0,0,0,15000000000,0,0,15000000000,0,0,964635243670.34,775913172627.78,80.44,,423414201338.75,368336096284,86.99,230822906429,95001666150,41.16,3407501545.59,2921302731,85.73,0,0,0,22385074233,3421092712,15.28,0,0,0,680029683546.34,469680157877,69.07,0,0,0,17239053546,6144038184,35.64,34162523760,20961066557,61.36,16786269420,6442688959,38.38,7717478500,75516000,0.98,200000000,0,0,76105325226,33623309700,44.17996979863534,4300000000,3889149000,90.45,0,0,0,186009188400,154215017055,82.91,186009188400,154215017055,82.907203876064,946444197172.34,661407633632,69.88342636661154,,22563559318.55,22563559318.55,100,45853565913,37870073344,82.59,-23290006594.45,-15306514025.45,65.72138124296426,,-5098960096.450001,99199024970.33003,,987198802988.89,798476731946.3301,80.88307335146922,992297763085.34,699277706976,70.47055158138662,,2025-11-30 00:00:00
3,Kab. Mamuju,53091875707,54382123363,102.43,73577023656,49284354118,66.98,4533776476,4536483987,100.06,9172282030,8494907588.43,92.61,140374957869,116697869056.43,83.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008141780407,970993481295,96.32,0,0,0,0,0,0,42441295452,37624387362,88.65,1050583075859,1008617868657,96.01,0,0,0,0,0,0,1955852999,1955852999,100,1955852999,1955852999,100,1192913886727,1127271590712.43,94.5,,545725075754.44,505253978707,92.58,308192496920,237838813270,77.17,0,0,0,0,0,0,15897288163,3701242144,23.28,0,0,0,869814860837.44,746794034121,85.86,270285000,261418280,96.72,46929723344,34368279390,73.23,100586100988,57099519455,56.77,52467458576,33060761911,63.01,3838818500,937860940,24.43,228277200,120879000,52.95,204320663608,125848718976,61.593730537919264,880000000,109293041,12.42,5994642057,4499155720,75.05,150864311800,134608858994,89.23,156858953857,139108014714,88.6835027860873,1231874478302.44,1011860060852,82.13986722465211,,38960591575.44,38960591575.44,100,0,0,0,38960591575.44,38960591575.44,100,,6.103515625e-05,154372121435.86993,,1231874478302.44,1166232182287.8699,94.67134865030835,1231874478302.44,1011860060852,82.13986722465211,,19 Desember
4,Kab. Mamuju Tengah,23965016835,22563260674,94.15,36898921187,29589915680,80.19,1980000000,1162498116,58.71,2397998598,2411698848,100.57,65241936620,55727373318,85.42,7604575000,4409585100,57.99,361774134000,359785726203,99.45,123121902000,105557929138,85.73,0,0,0,492500611000,469753240441,95.38,0,0,0,0,0,0,0,0,0,50807179000,47980745620,94.44,50807179000,47980745620,94.44,543307790000,517733986061,95.29,17263960605.48,18963115442,109.84,0,0,0,17263960605.48,18963115442,109.84,560571750605.48,536697101503,95.74,0,0,0,0,0,0,8339182911,6866166963,82.34,8339182911,6866166963,82.34,634152870136.48,599290641784,94.5,,256322902842.46,219912095343,85.79,195117291217.66,155185536345,79.53,0,0,0,0,0,0,12118098779,8718026088,71.94,26000000,18000000,69.23,463584292839.12,383833657776,82.8,8296028191,2473162317,29.81,15710129687.35,9328409096,59.38,40498349634.88,29705527046,73.35,24343704865.13,15168669828,62.31,1624047090,379036817,23.34,1458911903,785457347,53.84,91931171371.36,57840262451,62.91692098358208,895000000,471829433,52.72,0,0,0,87616788800,83696389924,95.53,87616788800,83696389924,95.5255163654206,644027253010.48,525842139584,81.64905089434828,,13874382874,13874382874.43,100,4000000000,4000000000,100,9874382874,9874382874.43,100.00000000435472,,0,83322885074.43,,648027253010.48,613165024658.43,94.62025274552981,648027253010.48,529842139584,81.76232359404047,,19 Desember
5,Kab. Pasangkayu,45406848533,40017597575,88.13,35838476209,20077040772.5,56.02,3146110906,3371415869,107.16,2938890670,5278424854.13,179.61,87330326318,68744479070.63,78.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683614998783,587247745039,85.9,0,0,0,0,0,0,25194842697,21188542818,84.1,708809841480,608436287857,85.84,500000000,374615700,74.92,0,0,0,7683296265,6897251409,89.77,8183296265,7271867109,88.86,804323464063,684452634036.63,85.1,,327596119265.18,262917489805,80.26,248656235030,187214680441.5,75.29,0,0,0,93745000,88695000,94.61,13153534535,9225682167,70.14,240000000,212000000,88.33,589739633830.18,459658547413.5,77.94,1044952700,1039340200,99.46,22516473777,12031429756.94,53.43,74290691245,59110952678.65,79.57,53986340781,42130865801,78.04,658779095,571843395,86.8,2233056650,1485574532,66.53,154730294248,116370006363.59,75.20828867362809,1469017800,50000000,3.4,4763214853,4023605294,84.47,101030890200,93770150069,92.81,105794105053,97793755363,92.43781145840589,851733050931.18,673872309140.09,79.11778325419695,,50409586868.18,50409586868.18,100,3000000000,0,0,47409586868.18,50409586868.18,106.3278340904791,,0,60989911764.72004,,854733050931.18,734862220904.81,85.97564117875423,854733050931.18,673872309140.09,78.84009029555448,,19 Desember
6,Kab. Polewali Mandar,52309420222,41371511222,79.09,252736175121,245056580731,96.96,4250126839,4150126839,97.65,15517132597,12755724655.12,82.2,324812854779,303333943447.12,93.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298217612000,1220000108426,93.98,0,0,0,0,0,0,39195815339,37998109101,96.94,1337413427339,1257998217527,94.06,0,11419149,0,0,0,0,0,0,0,0,11419149,0,1662226282118,1561343580123.12,93.93,,824399797660.38,781108103204.38,94.75,425802052957.17,328180104322.72,77.07,0,0,0,0,0,0,29414640469,19316667000,65.67,823047848,503500000,61.18,1280439538934.55,1129108374527.1,88.18,49850100,49850100,100,53879228118,44773186302,83.1,40530108971.5,25661695153,63.32,48437163282.5,35151082288,72.57,6961646106,2257053900,32.42,95000000,15000000,15.79,149952996578,107907867743,71.96112795709976,2535000000,1348300328,53.19,5824207235,5799096549,99.57,229466058800,176606096654,76.96,235290266035,182405193203,77.52347612028574,1668217801547.55,1420769735801.1,85.16692091902505,,5991519429.55,5980279429.55,99.81,0,0,0,5991519429.55,5980279429.55,99.81240150963102,,-4.863739013671875e-05,146554123751.57,,1668217801547.55,1567323859552.6702,93.95199224577966,1668217801547.55,1420769735801.1,85.16692091902505,,19 Desember
XXIV,Prov. Sulawesi Utara,1143261370444,1030773281505,90.16,248879815140,189669086202,76.21,71294004424,71294004424,100,49549990152,20780667980,41.94,1512985180160,1312517040111,86.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275920773000,2035570582824.95,89.44,0,0,0,0,0,0,0,0,0,2275920773000,2035570582824.95,89.44,875000000,947064000,108.24,0,0,0,0,0,0,875000000,947064000,108.24,3789780953160,3349034686935.95,88.37,,1725072839661.33,1464772846374,84.91,884924243589.16,638904412146,72.2,22368085016,22368085016,100,822000000,44500000,5.41,63196186412,35870781412,56.76,1170980000,723183069,61.76,2697554334678.49,2162683808017,80.17,5000000000,522682512,10.45,169470219150.08,116361888016,68.66,124264253341.67,79421766474,63.91,35406816268,15175737871,42.86,20021007300,9132829500,45.62,260000000,0,0,354422296059.75,220614904373,62.246339134321225,3178292098,667846500,21.01,576328016849.76,508412127180,88.22,4500000000,1500000000,33.33,580828016849.76,509912127180,87.790552863757,3635982939686,2893878686070,79.58999626989208,,62233493033,62233493033,100,216031506507,216031506506.95,100,-153798013474,-153798013473.95,99.99999999996749,,0,301357987392.0002,,3852014446193,3411268179968.95,88.55803184591777,3852014446193,3109910192576.95,80.73464510629024,,19 Desember
1,Kab. Bolaang Mongondow,49014287670.67,46655391559.72,95.19,19840547000,14953941941,75.37,3743236233,3643236233,97.33,4334227649.18,4893919837.39,112.91,76932298552.85,70146489571.11,91.18,123251448000,138961892200,112.75,590427543680,585670236674,99.19,152908392671,32220646979,21.07,0,0,0,866587384351,756852775853,87.34,0,0,0,0,0,0,0,0,0,152555540000,163854010524,107.41,152555540000,163854010524,107.41,1019142924351,920706786377,90.34,51126425551,36686786518,71.76,2000000000,0,0,53126425551,36686786518,69.06,1072269349902,957393572895,89.29,1090000000,0,0,0,0,0,10097615586.75,0,0,11187615586.75,0,0,1160389264041.6,1027540062466.11,88.55,,522177176647.88,406105166906,77.77,286074213547.55,155756984695,54.45,0,0,0,233250000,225250000,96.57,15659857500,8289640000,52.94,217446450,216109145,99.38,824361944145.43,570593150746,69.22,25200000,0,0,39040538101.25,21680163364,55.53,62396491706.71,25499308530,40.87,32762293390,20713597844,63.22,887527535,707048175,79.66,60000000,0,0,135172050732.95999,68600117913,50.75022354179075,1455008759,1284736967,88.3,6945148424,5334703980,76.81,229693843700,205287043304,89.37,236638992124,210621747284,89.00551231795019,1197627995761.3901,851099752910,71.06545237103569,,37238731719.79,0,0,0,0,0,37238731719.79,0,0,,0,176440309556.11,,1197627995761.3901,1027540062466.11,85.79793275564279,1197627995761.3901,851099752910,71.06545237103569,,19 Desember
2,Kab. Bolaang Mongondow Selatan,7748347994,7330242099,94.6,749420500,605401696,80.78,586354211,586354211,100,3525073770.24,2839284561.35,80.55,12609196475.24,11361282567.35,90.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754879621773,621340832474,82.31,0,0,0,0,0,0,22892069604,13871424899,60.59,777771691377,635212257373,81.67,71500000,500000,0.7,0,0,0,15821380625,10805781707,68.3,15892880625,10806281707,67.99,806273768477.24,657379821647.35,81.53,,266574619589.04,212442398406,79.69,171535641268.73,127249392956,74.18,0,0,0,506225000,506225000,100,3268638400,2632517000,80.54,12159900000,8596900000,70.7,454045024257.77,351427433362,77.4,0,0,0,32989181453.74,11131438793.5,33.74,184439541939,105691457181,57.3,57687968957.2,38442304108,66.64,2078912000,2073552500,99.74,50000000,49705000,99.41,277245604349.94,157388457582.5,56.76860340185734,900000000,375000000,41.67,1031167437,0,0,97965010500,90048288660,91.92,98996177937,90048288660,90.96137905173033,831186806544.71,599239179604.5,72.0944046375773,,24913038067.47,24913038067.47,100,0,0,0,24913038067.47,24913038067.47,100,,3.0517578125e-05,83053680110.31998,,831186806544.71,682292859714.82,82.08658442873384,831186806544.71,599239179604.5,72.0944046375773,,2025-11-30 00:00:00
3,Kab. Bolaang Mongondow Timur,13614925502,8703050428,63.92,1449997000,1958866428,135.09,1200000000,1182513675,98.54,2095196533,2444880434.68,116.69,18360119035,14289310965.68,77.83,26347416000,24865791600,94.38,332477780000,331116903892,99.59,39743393000,31065012976,78.16,52798910000,24466664892,46.34,451367499000,411514373360,91.17,0,0,0,0,0,0,0,0,0,59957843000,48176202808,80.35,59957843000,48176202808,80.35,511325342000,459690576168,89.9,24473547528.24,17894603925.84,73.12,0,0,0,24473547528.24,17894603925.84,73.12,535798889528.24,477585180093.84,89.14,1067220000,1067220000,100,0,0,0,7471184868,711269516,9.52,8538404868,1778489516,20.83,562697413431.24,493652980575.52,87.73,,242680663676.58,216826200576,89.35,152970049772.28,98583532209,64.45,0,0,0,0,0,0,6271185871,3223085295,51.4,998500000,618500000,61.94,402920399319.86,319251318080,79.23,0,0,0,40246063245.14,25351834074.5,62.99,9514307576.61,1457705919,15.32,14890220282,7290193232,48.96,1587861132,0,0,0,0,0,66238452235.75,34099733225.5,51.480268748030625,991635602.51,217099203,21.89,1506492250.2,0,0,95457847500,68472699262,71.73,96964339750.2,68472699262,70.61637240907297,567114826908.32,422040849770.5,74.41894123475763,,4417413477.08,0,0,0,0,0,4417413477.08,0,0,,4.38690185546875e-05,71612130805.02002,,567114826908.32,493652980575.52,87.04638939995907,567114826908.32,422040849770.5,74.41894123475763,,05 Desember
4,Kab. Bolaang Mongondow Utara,9150413000,9112175114,99.58,1439158000,2253631544.61,156.59,890317096,890317096,100,1778366663,2296507619.58,129.14,13258254759,14552631374.19,109.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554178314970,523063481635,94.39,0,0,0,0,0,0,23132213896,16878042665,72.96,577310528866,539941524300,93.53,0,0,0,0,0,0,20139174421,11017128467,54.7,20139174421,11017128467,54.7,610707958046,565511284141.19,92.6,,282594171828.51,273274023884,96.7,165759300713.8,98003992280,59.12,0,0,0,30000000,30000000,100,6754030332,4764025282,70.54,3302123700,2438130440,73.84,458439626574.31,378510171886,82.56,0,0,0,18737253792,8261390271,44.09,17832453404,10231781401,57.38,14649814625,6354320924.28,43.37,1492355600,217810700,14.6,250000000,173950000,69.58,52961877421,25239253296.28,47.65551095488987,2009681487,26000000,1.29,988425000,538425000,54.47,118606909500,116119840752,97.9,119595334500,116658265752,97.54416109936128,633006519982.31,520433690934.28,82.21616594862626,,22298561936.31,22298561936.31,100,0,0,0,22298561936.31,22298561936.31,100,,-5.7220458984375e-05,67376155143.21991,,633006519982.31,587809846077.5,92.85999867646338,633006519982.31,520433690934.28,82.21616594862626,,19 Desember
5,Kab. Kep. Talaud,12311562617,6381233823,51.83,24568859965,9973233675,40.59,1040000000,847173976,81.46,9116319787,2648800322.53,29.06,47036742369,19850441796.53,42.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730969104000,627639955584,85.86,0,0,0,0,0,0,15333910931,16749684216,109.23,746303014931,644389639800,86.34,0,0,0,0,0,0,4694090896,2721135919,57.97,4694090896,2721135919,57.97,798033848196,666961217515.53,83.58,,377345355678.86,309927894051,82.13,188407310093.82,98842458388.25,52.46,0,0,0,185017072,94488000,51.07,9988223266.08,3813851720,38.18,2745499962,2091000000,76.16,578671406072.76,414769692159.25,71.68,700000000,0,0,22575791479.24,12486569715,55.31,15198345409,8990675609,59.16,32236710303,14364454705,44.56,921084250,4556550,0.49,0,0,0,71631931441.24,35846256579,50.04228680948641,5000000000,3456888129,69.14,3688042257,0,0,160685088425,119519374682,74.38,164373130682,119519374682,72.71223355429356,819676468196,573592211549.25,69.97787954211385,,22642620000,0,0,1000000000,0,0,21642620000,0,0,,0,93369005966.28003,,820676468196,666961217515.53,81.26968950159315,820676468196,573592211549.25,69.89261100785706,,12 Desember
6,Kab. Minahasa,74083690455,80324502820.26,108.42,3709962000,3131430200,84.41,4053492151,4053492151,100,44309850413.56,41366791883.73,93.36,126156995019.56,128876217054.99,102.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129861150000,996233838868,88.17,0,0,0,0,0,0,62864580136,59209880860,94.19,1192725730136,1055443719728,88.49,5905459249,4724367399,80,0,0,0,20820603396,9989141089,47.98,26726062645,14713508488,55.05,1345608787800.56,1199033445270.99,89.11,,592575853545.08,494023983266,83.37,374760862585.27,238012936994.5,63.51,3631331819,3694624479,101.74,756160000,67611800,8.94,29239016425.2,13032057000,44.57,1085875000,0,0,1002049099374.55,748831213539.5,74.73,0,0,0,42570626655.74,25348649727,59.54,65486504352.93,28718614107,43.85,26862437031.1,16527490553,61.53,3348039670,2388897300,71.35,376500000,97430250,25.88,138644107709.77,73081081937,52.71127864300151,20957819347.61,3367500000,16.07,7774365245.5,0,0,241026766200,216913980163,90,248801131445.5,216913980163,87.18367915079803,1410452157877.4302,1042193775639.5,73.89075693342785,,76717546620.87,76717546620.87,100,11874176544,11874176544,100,64843370076.869995,64843370076.869995,100,,-0.0001220703125,221683039708.36,,1422326334421.4302,1275750991891.8599,89.69467561822275,1422326334421.4302,1054067952183.5,74.10872784073639,,19 Desember
7,Kab. Minahasa Selatan,33725326127,30995161638,91.9,6729176872.92,4521996648,67.2,1324954484,1139370556,85.99,6539172156.77,4761663575.56,72.82,48318629640.69,41418192417.56,85.72,28560950000,27270551438,95.48,548580774000,545821178849,99.5,215174746000,180367090488,83.82,0,0,0,792316470000,753458820775,95.1,0,0,0,0,0,0,0,0,0,125360860000,93430552926,74.53,125360860000,93430552926,74.53,917677330000,846889373701,92.29,47289496668,39145282421,82.78,0,0,0,47289496668,39145282421,82.78,964966826668,886034656122,91.82,0,0,0,0,0,0,13229022006,11876968521,89.78,13229022006,11876968521,89.78,1026514478314.69,939329817060.56,91.51,,433001249826.29,432290026232,99.84,245700024866.28,188464886227.26,76.71,0,0,0,0,0,0,16389476000,15302266390,93.37,1500000000,1490000000,99.33,696590750692.57,637547178849.26,91.52,3170000000,0,0,46311334660.04,42473861774,91.71,56750299734.51,30802369765.12,54.28,32409400021.94,20116935123.5,62.07,2148131550,753402050,35.07,99165000,98950000,99.78,140888330966.49,94245518712.62,66.89377187315542,1989791118.49,1957000000,98.35,3895416021.61,2029086384,52.09,187708334556.39,155757067046,82.98,191603750578,157786153430,82.3502425991222,1031072623355.5499,891535850991.88,86.46683374158866,,8214395040.86,8231920040.86,100.21,3656250000,0,0,4558145040.86,8231920040.86,180.59802764211418,,1.430511474609375e-05,56025886109.540054,,1034728873355.5499,947561737101.42,91.57584769317847,1034728873355.5499,891535850991.88,86.16130021584249,,19 Desember
8,Kab. Minahasa Tenggara,15664338368,10658027377,68.04,6455570000,3913533024,60.62,969496505,969496505,100,4795423291,4986927217.43,103.99,27884828164,20527984123.43,73.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598982712000,494248496584,82.51,0,0,0,0,0,0,29743221634,19816635564,66.63,628725933634,514065132148,81.76,2322170,30134222,1297.68,0,0,0,7000000000,2906565360,41.52,7002322170,2936699582,41.94,663613083968,537529815853.43,81,,291819947568.81,245927601772,84.27,168475540146.21,112991402463,67.07,0,0,0,0,0,0,6980541524,1469691524,21.05,50000000,0,0,467326029239.02,360388695759,77.12,1831000000,0,0,24563489863,13938564103,56.75,23490734256.38,8667458613,36.9,26323130619.39,13216279846,50.21,1830131808,0,0,1411046481,472166333,33.46,79449533027.77,36294468895,45.68241940744194,900000000,387217000,43.02,2211991000,923256730,41.74,141142366000,118385700276,83.88,143354357000,119308957006,83.22659980679904,691029919266.79,516379338660,74.72604647970942,,27416835298.79,27411981036.79,99.98,0,0,0,27416835298.79,27411981036.79,99.9822945940073,,-3.814697265625e-05,48562458230.21999,,691029919266.79,564941796890.22,81.75359432912043,691029919266.79,516379338660,74.72604647970942,,19 Desember
